29,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10919111_390544711116412_2073093670_n.jpg,1421038093,1,11,2015,7 Wonders! #my365,896054933797149461_857033525,http://instagram.com/p/xvbTb8NxsV/,49.27643532,-123.0619623,48:14.8,48:14.8,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10919111_390544711116412_2073093670_s.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10919111_390544711116412_2073093670_a.jpg,15-01-11,false
30,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10919599_323221991201490_1636449893_n.jpg,1421118690,1,12,2015,Finding my way. #my365,896731026191489707_857033525,http://instagram.com/p/xx1B4DNxqr/,49.27643,-123.0619909,11:31.5,11:31.5,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10919599_323221991201490_1636449893_s.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10919599_323221991201490_1636449893_a.jpg,15-01-12,false
31,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10914164_761764343908138_1943548851_n.jpg,1421214412,1,13,2015,On the walk to work. #my365,897534006398491552_857033525,http://instagram.com/p/x0rmxpNxug/,49.2764459,-123.0618306,46:53.9,46:53.9,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10914164_761764343908138_1943548851_s.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10914164_761764343908138_1943548851_a.jpg,15-01-13,false
32,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10932265_1531572217104360_156529033_n.jpg,1421301769,1,14,2015,All in a day's work. #my365,898266804591729188_857033525,http://instagram.com/p/x3SOZJNxok/,49.2765237,-123.0619533,02:56.7,02:56.7,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10932265_1531572217104360_156529033_s.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10932265_1531572217104360_156529033_a.jpg,15-01-14,false
33,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10919596_1375099716131509_2005287887_n.jpg,1421383946,1,15,2015,#gastown #vancouver #my365,898956156942621435_857033525,http://instagram.com/p/x5u9yjNxr7/,49.27647845,-123.0620138,52:27.4,52:27.4,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10919596_1375099716131509_2005287887_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10919596_1375099716131509_2005287887_n.jpg,15-01-15,false
34,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10895005_1563176790587275_1113302032_n.jpg,1421477977,1,16,2015,Sunny January day in #yaletown #vancouver #my365,899744943608109946_857033525,http://instagram.com/p/x8iUJYNxt6/,49.29161887,-123.1424486,59:38.1,59:38.1,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10895005_1563176790587275_1113302032_s.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10895005_1563176790587275_1113302032_a.jpg,15-01-16,false
35,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10919381_1552150965032669_547257981_n.jpg,1421557577,1,17,2015,Anchor set. #vancouver #my365,900412681343146740_857033525,http://instagram.com/p/x-6JAmtxr0/,49.27649396,-123.061932,06:19.1,06:19.1,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10919381_1552150965032669_547257981_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10919381_1552150965032669_547257981_n.jpg,15-01-17,false
36,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10895346_321364951321283_1471063261_n.jpg,1421629203,1,18,2015,These shoes were made for dangling. #vancouver #my365,901013517672847914_857033525,http://instagram.com/p/yBCwVCtxoq/,49.27652439,-123.0619963,00:03.6,00:03.6,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10895346_321364951321283_1471063261_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10895346_321364951321283_1471063261_n.jpg,15-01-18,false
37,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10914459_1531857963764256_2053287478_n.jpg,1421721089,1,19,2015,Where you going? #vancouver #my365,901784317938047950_857033525,http://instagram.com/p/yDyA8utxvO/,49.27646621,-123.0619712,31:30.2,31:30.2,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10914459_1531857963764256_2053287478_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10914459_1531857963764256_2053287478_n.jpg,15-01-19,false
38,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10914277_613371608767258_1744217942_n.jpg,1421819505,1,20,2015,Loggers and steam fitters. #vancouver #gastown #my365,902609887382935855_857033525,http://instagram.com/p/yGtukMNxkv/,49.27644767,-123.0620264,51:46.1,51:46.1,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10914277_613371608767258_1744217942_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10914277_613371608767258_1744217942_n.jpg,15-01-20,false
39,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10948873_884578954915732_556145473_n.jpg,1421902624,1,21,2015,Exceptions. #my365,903307146189806377_857033525,http://instagram.com/p/yJMRBDtxsp/,49.27648463,-123.0619367,57:05.6,57:05.6,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10948873_884578954915732_556145473_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10948873_884578954915732_556145473_n.jpg,15-01-21,false
40,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10932195_740640072698940_1201244467_n.jpg,1421996110,1,22,2015,La bicicletta. #vancouver #gastown #my365,904091359319104426_857033525,http://instagram.com/p/yL-k0ctxuq/,49.27643468,-123.0619631,55:11.2,55:11.2,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10932195_740640072698940_1201244467_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10932195_740640072698940_1201244467_n.jpg,15-01-22,false
41,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10946513_764609540261698_688387096_n.jpg,1422079371,1,23,2015,Beer was needed. #my365,904789802295433278_857033525,http://instagram.com/p/yOdYgKNxg-/,49.27646802,-123.0620053,02:51.7,02:51.7,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10946513_764609540261698_688387096_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10946513_764609540261698_688387096_n.jpg,15-01-23,false
42,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10919721_393253347515548_2019410459_n.jpg,1422154524,1,24,2015,Rainy Saturday in Mission. #britishcolumbia #lakefrontliving #my365,905420231553784445_857033525,http://instagram.com/p/yQsudKNxp9/,49.17756188,-122.2537046,55:26.5,55:26.5,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10919721_393253347515548_2019410459_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10919721_393253347515548_2019410459_n.jpg,15-01-24,false
43,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10932316_359308504271689_655436075_n.jpg,1422291139,1,25,2015,Growing. #my365,906566242997312457_857033525,http://instagram.com/p/yUxTHfNxvJ/,49.27629275,-123.1215125,52:20.3,52:20.3,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10932316_359308504271689_655436075_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10932316_359308504271689_655436075_n.jpg,15-01-25,false
44,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10890535_764127093663719_1465126882_n.jpg,1422339012,1,26,2015,Clean slate. #yaletown #vancouver #my365,906967831507573525_857033525,http://instagram.com/p/yWMm_7txsV/,49.27652295,-123.0616803,10:13.0,10:13.0,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10890535_764127093663719_1465126882_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10890535_764127093663719_1465126882_n.jpg,15-01-26,false
45,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10946211_859048484137322_1985286832_n.jpg,1422425083,1,27,2015,Colours. #my365,907689850356308725_857033525,http://instagram.com/p/yYwxwYtxr1/,49.27656665,-123.0618655,04:44.9,04:44.9,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10946211_859048484137322_1985286832_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10946211_859048484137322_1985286832_n.jpg,15-01-27,false
46,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10948859_508407652632292_1044896264_n.jpg,1422511050,1,28,2015,Up. #yaletown #vancouver #my365,908410986882865573_857033525,http://instagram.com/p/ybUvrHNxml/,49.27649013,-123.0620114,57:30.6,57:30.6,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10948859_508407652632292_1044896264_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10948859_508407652632292_1044896264_n.jpg,15-01-28,false
47,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10957708_846288105417403_1320138054_n.jpg,1422591780,1,29,2015,Windows and blue skies. #gastown #vancouver #my365,909088204181149761_857033525,http://instagram.com/p/yduue3txhB/,49.2764346,-123.0619929,23:01.0,23:01.0,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10957708_846288105417403_1320138054_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10957708_846288105417403_1320138054_n.jpg,15-01-29,false
48,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/928909_424441041041627_29715168_n.jpg,1422688942,1,30,2015,This is one very happy Paper Bag Princess. #my365,909903254747813913_857033525,http://instagram.com/p/ygoDB3NxgZ/,49.2764893,-123.0619647,22:23.2,22:23.2,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/s150x150/e15/928909_424441041041627_29715168_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/s306x306/e15/928909_424441041041627_29715168_n.jpg,15-01-30,false
49,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10958183_631322370326503_414738945_n.jpg,1422859574,2,1,2015,Yummy. #my365,911334622862186817_857033525,http://instagram.com/p/yltgLTNxlB/,49.27672931,-123.0618208,46:15.1,46:15.1,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10958183_631322370326503_414738945_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10958183_631322370326503_414738945_n.jpg,15-02-01,false
50,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10948225_430011057151608_275762162_n.jpg,1422910823,1,31,2015,#gastown  #vancouver #my365,911764532328078122_857033525,http://instagram.com/p/ynPQLsNxsq/,49.27622227,-123.121483,00:24.6,00:24.6,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10948225_430011057151608_275762162_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10948225_430011057151608_275762162_n.jpg,15-01-31,false
51,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10919085_363513043833944_1479767264_n.jpg,1422930825,2,2,2015,"Need to make a no non-dog people"" sign. #my365""",911932314738956938_857033525,http://instagram.com/p/yn1ZvPNxqK/,49.28083388,-123.1076595,33:45.8,33:45.8,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10919085_363513043833944_1479767264_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10919085_363513043833944_1479767264_n.jpg,15-02-02,false
52,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10949002_747606375317772_389580566_n.jpg,1423033250,2,3,2015,Flap flap. #vancouver #crows #my365,912791523030408038_857033525,http://instagram.com/p/yq4w3UNxtm/,49.27652771,-123.0620272,00:51.8,00:51.8,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10949002_747606375317772_389580566_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10949002_747606375317772_389580566_n.jpg,15-02-03,false
53,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10948913_574267146044232_966386159_n.jpg,1423108343,2,4,2015,Fenced in. #eastvan #vancouver #my365,913421449014221027_857033525,http://instagram.com/p/ytH_fmtxjj/,49.27657542,-123.0619575,52:24.3,52:24.3,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10948913_574267146044232_966386159_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10948913_574267146044232_966386159_n.jpg,15-02-04,false
54,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10914412_958460250830799_378049108_n.jpg,1423196092,2,5,2015,Walk in the park. #vancouver #gastown #my365,914157537479563342_857033525,http://instagram.com/p/yvvW_aNxhO/,49.27648158,-123.0620044,14:53.9,14:53.9,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10914412_958460250830799_378049108_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10914412_958460250830799_378049108_n.jpg,15-02-05,false
55,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/10608025_421898347984436_910967456_n.jpg,1423288189,2,6,2015,Blocks. #my365,914930103571912999_857033525,http://instagram.com/p/yyfBTptxkn/,49.2668528,-123.0702173,49:50.9,49:50.9,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/s150x150/e15/10608025_421898347984436_910967456_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/s306x306/e15/10608025_421898347984436_910967456_n.jpg,15-02-06,false
56,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10948350_849244795117216_1475650696_n.jpg,1423366890,2,7,2015,How much is that kitty in the window? #vancouver #cats #my365,915590294772586928_857033525,http://instagram.com/p/y01IWntxmw/,49.27643277,-123.0619918,41:43.7,41:43.7,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10948350_849244795117216_1475650696_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10948350_849244795117216_1475650696_n.jpg,15-02-07,true
58,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10953588_334073440117127_350863596_n.jpg,1423450649,2,8,2015,A dog and his ball. #vancouver #dogs #my365,916292914185182057_857033525,http://instagram.com/p/y3U4z8Nxtp/,49.27642427,-123.0620063,57:32.1,57:32.1,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10953588_334073440117127_350863596_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10953588_334073440117127_350863596_n.jpg,15-02-08,false
59,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10983593_492807097524260_295920333_n.jpg,1423543238,2,9,2015,This nose was made for sniffing. #dogs #my365,917069614938527760_857033525,http://instagram.com/p/y6FfS4txgQ/,49.27643393,-123.06203,40:41.2,40:41.2,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10983593_492807097524260_295920333_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10983593_492807097524260_295920333_n.jpg,15-02-09,false
60,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10957287_778428178894789_243105499_n.jpg,1423631860,2,10,2015,My little dishwasher. #girlfriend #dishwasher #my365,917813028042774529_857033525,http://instagram.com/p/y8uhYStxgB/,49.27642791,-123.0619669,17:42.0,17:42.0,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10957287_778428178894789_243105499_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10957287_778428178894789_243105499_n.jpg,15-02-10,false
61,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10958231_1595849807297173_1869946123_n.jpg,1423715147,2,11,2015,There's a quilter in da house! #quilting #my365,918511688929974698_857033525,http://instagram.com/p/y_NYO8txmq/,49.27660571,-123.0619561,25:49.1,25:49.1,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10958231_1595849807297173_1869946123_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10958231_1595849807297173_1869946123_n.jpg,15-02-11,false
62,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10954839_1617811321775711_1027745134_n.jpg,1423807349,2,12,2015,Chinese New Year countdown. #chinese #newyear #vancouver #my365,919285135029246139_857033525,http://instagram.com/p/zB9PWwtxi7/,49.27651931,-123.061973,02:30.7,02:30.7,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10954839_1617811321775711_1027745134_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10954839_1617811321775711_1027745134_n.jpg,15-02-12,false
63,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10919296_352317608293041_1714460407_n.jpg,1423949990,2,13,2015,Window greenery. #windows #garden #my365,920481693145962870_857033525,http://instagram.com/p/zGNTkWNxl2/,49.17755229,-122.2536822,39:51.6,39:51.6,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/10919296_352317608293041_1714460407_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/s306x306/e15/10919296_352317608293041_1714460407_n.jpg,15-02-13,false
64,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10958534_1532650226996622_262320195_n.jpg,1424052176,2,15,2015,Stick fetcher extraordinaire. #boxers #lake #bc #dogs #my365,921338894672664634_857033525,http://instagram.com/p/zJQNfetxg6/,49.27662301,-123.0618895,02:57.3,02:57.3,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10958534_1532650226996622_262320195_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10958534_1532650226996622_262320195_n.jpg,15-02-15,false
65,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/891413_1053241298025795_389411959_n.jpg,1424152111,2,16,2015,Spring already? #vancouver #yaletown #my365,922177208996796743_857033525,http://instagram.com/p/zMO0kiNxlH/,49.27649159,-123.0619919,48:32.3,48:32.3,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/s150x150/e15/891413_1053241298025795_389411959_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/s306x306/e15/891413_1053241298025795_389411959_n.jpg,15-02-16,false
66,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10832237_942852012422297_438152559_n.jpg,1424276094,2,17,2015,The neighbourhood. #eastvan #streets #neighbourhood #my365,923217255636343073_857033525,http://instagram.com/p/zP7TPctxkh/,49.27573771,-123.1209642,14:56.2,14:56.2,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10832237_942852012422297_438152559_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10832237_942852012422297_438152559_n.jpg,15-02-17,false
67,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10932548_885871084813960_1252300971_n.jpg,1424309427,2,18,2015,Walk to work. #yaletown #vancouver #my365,923496867838761519_857033525,http://instagram.com/p/zQ64Imtxov/,49.25741088,-123.0698928,30:28.1,30:28.1,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10932548_885871084813960_1252300971_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10932548_885871084813960_1252300971_n.jpg,15-02-18,false
68,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/10454218_778778205544672_774552646_n.jpg,1424445670,2,19,2015,My morning. #yaletown #vancouver #my365,924639762880862361_857033525,http://instagram.com/p/zU-vcjtxiZ/,49.27648873,-123.06185,21:11.5,21:11.5,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/s150x150/e15/10454218_778778205544672_774552646_n.jpg,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/s306x306/e15/10454218_778778205544672_774552646_n.jpg,15-02-19,false
69,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/10986050_1400135110297499_437382032_n.jpg,1424558886,2,20,2015,My office (for one more week). #yaletown #my365,925589479806671512_857033525,http://instagram.com/p/zYWrpXtxqY/,49.27647798,-123.0620031,48:06.6,48:06.6,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/10986050_1400135110297499_437382032_n.jpg,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/s306x306/e15/10986050_1400135110297499_437382032_n.jpg,15-02-20,false
